	idx	beta	pval	cilb	ciub	i2	tau2	symbol
ENSG00000266412.4	50628	-0.523030048028083	3.55649267746412e-14	-0.658336860475264	-0.387723235580902	95.3808839234803	0.0971258207611347	NCOA4
ENSG00000151012.12	51656	1.82713055035644	6.49292126820999e-10	1.2474729143356	2.40678818637727	97.6324669598674	1.84313646427813	SLC7A11
ENSG00000141504.10	44979	-0.700656301319885	8.10562234126397e-07	-0.979049740727039	-0.42226286191273	98.1644555898518	0.43834587892072	SAT2
ENSG00000100983.8	20503	0.451377491534406	9.41961350812878e-06	0.25167845415456	0.651076528914253	97.6055271189086	0.218586570697403	GSS
ENSG00000197769.5	46044	-1.95977369298443	3.82513562657142e-05	-2.89257515706944	-1.02697222889943	98.1633992245358	4.88310078271961	MAP1LC3C
ENSG00000168003.15	27116	0.435744209597649	0.00119254931093291	0.172204076462457	0.699284342732842	98.3461003015304	0.386772805379874	SLC3A2
ENSG00000151726.12	23474	-0.937889889182166	0.00128164371336028	-1.50875849816761	-0.367021280196721	99.186874786304	1.81090797741657	ACSL1
ENSG00000101460.11	15814	-0.454836195940798	0.00206170572127694	-0.744159702741084	-0.165512689140512	97.6777634916881	0.455075349759603	MAP1LC3A
ENSG00000091513.13	52810	-1.55197993822788	0.00277139473069056	-2.56862632239403	-0.53533355406173	98.9110649096211	5.88040035871214	TF
ENSG00000141510.14	56066	0.370188513318464	0.00460157186229788	0.114140989562118	0.626236037074809	97.9467089716567	0.355586879490353	TP53
ENSG00000171867.15	60348	-0.542001760017803	0.00818673413098843	-0.943739842222659	-0.140263677812947	99.2003690088386	0.925721617291139	PRNP
ENSG00000138449.9	35190	-0.557786899478647	0.0102893590979395	-0.983844358282601	-0.131729440674694	98.4285123249883	1.00022062511603	SLC40A1
ENSG00000169564.6	2161	-0.141958587198814	0.0118413600203228	-0.252507549737857	-0.0314096246597707	95.3640629930877	0.06454365978724	PCBP1
ENSG00000164398.11	36240	-0.884190222767578	0.0185131803876559	-1.62000353582397	-0.148376909711185	98.7282956825252	3.03576896192547	ACSL6
ENSG00000140941.11	6663	-0.182010113664883	0.0223679047364257	-0.338193839658229	-0.0258263876715359	97.4232252693899	0.134515474553411	MAP1LC3B
ENSG00000047457.12	6240	-1.26256645625879	0.0232031986754715	-2.35265720721088	-0.172475705306707	98.9896331220236	6.7080871266351	CP
ENSG00000057663.11	51425	-0.143972863869379	0.0271111014108073	-0.271661802321417	-0.0162839254173404	97.0506140468926	0.0887424123178301	ATG5
ENSG00000068366.18	25695	-0.423818837470456	0.0277906278873694	-0.801356598466626	-0.0462810764742854	98.4467678994045	0.793007269996036	ACSL4
ENSG00000167468.15	41628	0.193568361800828	0.0735240020032766	-0.0184313099124339	0.405568033514089	96.5387429904151	0.240525612855789	GPX4
ENSG00000197142.9	14400	-0.392691338335885	0.0744426084999074	-0.824143789780851	0.0387611131090816	98.5322905513661	1.04720892474907	ACSL5
ENSG00000072274.11	39993	0.394154827555513	0.0778024023060772	-0.0438907655787892	0.832200420689815	98.5252669228778	1.09392394808283	TFRC
ENSG00000078668.12	38747	0.107160571018431	0.164399136886445	-0.0438943224057538	0.258215464442616	96.8807558651151	0.124786052573346	VDAC3
ENSG00000115107.18	31088	0.418891697490666	0.179264363269098	-0.19242496082527	1.0302083558066	99.0831778384678	2.11045642188957	STEAP3
ENSG00000104635.12	54584	-0.266099334349869	0.238960596321929	-0.708991737051064	0.176793068351326	98.8286239644888	1.0837089554232	SLC39A14
ENSG00000138821.11	38574	-0.325650698875647	0.263455882483228	-0.896415575215083	0.24511417746379	99.2828498947709	1.87205640924548	SLC39A8
ENSG00000197111.14	25542	0.0646692143150218	0.293918553431137	-0.0560945643345949	0.185432992964639	96.8967252501592	0.0787146110142071	PCBP2
ENSG00000123983.12	46914	-0.0837160435329781	0.351707986000111	-0.259903840697272	0.0924717536313155	97.365500205327	0.173903640060409	ACSL3
ENSG00000161905.11	18027	-0.325000559620536	0.361155526584305	-1.02256241395201	0.372561294710938	93.7584425865838	2.5102022211554	ALOX15
ENSG00000130066.15	20069	0.139886722604618	0.38170994525872	-0.173543327803488	0.453316773012724	97.6590444493856	0.527755003200809	SAT1
ENSG00000111684.9	897	-0.145186239262206	0.387256675016325	-0.474308125054838	0.183935646530425	98.6155044648593	0.606629789541734	LPCAT3
ENSG00000165168.7	25646	-0.165325240114507	0.506213259555372	-0.652777198626175	0.322126718397161	97.619753407795	1.32574846119289	CYBB
ENSG00000023909.8	29230	0.0923770994285002	0.52799780365063	-0.194527879967019	0.379282078824019	98.1719126525166	0.461697588151649	GCLM
ENSG00000110911.13	25771	0.0645856948313777	0.532768894231017	-0.138345871975153	0.267517261637908	97.8523479295949	0.222219326611408	SLC11A2
ENSG00000181867.2	50901	-0.185399217069853	0.586807824852519	-0.854023661414593	0.483225227274886	97.6148990438666	2.32404045022832	FTMT
ENSG00000197548.11	16432	0.0191695313427224	0.75212236468936	-0.0997873511024985	0.138126413787943	97.2983872135148	0.0785943825825111	ATG7
ENSG00000167996.14	43644	-0.0253133823780397	0.820524416284102	-0.243998979141492	0.193372214385412	96.74335414395	0.253896918647087	FTH1
ENSG00000001084.9	4012	-0.0379680994430669	0.851785554256205	-0.43625453999769	0.360318341111556	99.0968344739542	0.906027657573256	GCLC
ENSG00000087086.12	13503	-0.00857468020336793	0.957138262497647	-0.321274242457062	0.304124882050326	97.1002178809353	0.533799080595723	FTL
ENSG00000165637.12	47752	0.0046516535126433	0.958036270302822	-0.168617424582039	0.177920731607325	97.9135041193691	0.166349165170345	VDAC2
ENSG00000100292.15	45883	-0.00404020371556393	0.987984134701669	-0.529839436737753	0.521759029306625	97.4691082550475	1.54315893059445	HMOX1
